"last_name, first_name","player_id","year","player_age","pa","k_percent","bb_percent","batting_avg","on_base_percent","on_base_plus_slg","b_gnd_into_dp","xba","woba","xwoba","avg_swing_speed","exit_velocity_avg","sweet_spot_percent","barrel_batted_rate","solidcontact_percent","poorlyweak_percent","hard_hit_percent","avg_best_speed","avg_hyper_speed","whiff_percent","swing_percent","hp_to_1b","sprint_speed"
"Cooper, Garrett",643265,2024,33,116,30.2,6,".206",".267","0.566","3",".261",".253",".321","72.9","85.9",47.2,9.7,6.9,6.9,36.1,"98.9080275","93.4931725",29.5,46.7,"4.6","26.8"
"Tromp, Chadwick",644433,2024,29,54,31.5,1.9,".250",".259","0.624","2",".244",".266",".252","72.7","88.1",38.9,2.8,8.3,5.6,36.1,"99.105329444","93.663605",36.7,53.8,,"24.2"
"Toglia, Michael",669911,2024,25,458,32.1,11.8,".218",".311","0.767","7",".244",".329",".358","73.2","92.1",39.2,17.3,8.6,1.2,50.2,"102.673791797","96.069366471",34.9,45.1,"4.53","27.4"
"Schuemann, Max",680474,2024,27,459,25.9,10.2,".220",".311","0.619","8",".222",".281",".296","68.3","89",39.5,5.6,7,3.8,37.4,"97.729409209","93.097394065",28.5,42.5,"4.37","27.8"
"Meneses, Joey",608841,2024,32,313,20.1,6.7,".231",".291","0.593","9",".223",".264",".275","70.4","88.9",30.8,4.5,8,3.1,39.3,"99.265454911","93.867431839",22.9,50.8,"4.77","25.5"
"Ruiz, Keibert",660688,2024,25,485,11.1,3.3,".229",".260","0.619","13",".251",".268",".279","66.4","85.4",32.2,3.2,4.1,4.6,25.6,"95.477673333","91.740685858",12.1,52.3,"4.85","25.0"
"Lopez, Nicky",670032,2024,29,445,15.1,8.3,".241",".312","0.606","3",".227",".275",".268","64.2","85",30,1.5,1.5,7.1,16.9,"94.065401402","91.042138226",19.4,48.5,"4.31","27.1"
"Isbel, Kyle",664728,2024,27,426,20.7,6.3,".229",".287","0.654","4",".234",".286",".281","70.8","88.1",24.8,3.9,3.6,7.8,36.3,"99.427451293","93.787078878",19.3,46.1,"4.31","27.9"
"Thomas, Lane",657041,2024,28,528,25.9,8.3,".237",".309","0.709","5",".242",".309",".307","71.7","88.8",31.5,7.4,7.1,3.2,40.6,"100.376555353","94.3557595",23.3,43.8,"4.38","29.3"
"Fitzgerald, Tyler",666149,2024,26,341,31.7,6.5,".280",".334","0.831","2",".227",".357",".292","70.5","87.7",39.1,8.2,4.8,4.3,31.9,"97.5779034","92.79850055",31.2,47.7,"4.3","30.0"
"Nido, Tomás",621512,2024,30,140,25,3.6,".192",".219","0.534","1",".217",".231",".282","70.8","89.8",36,12,12,8,44,"99.686948542","94.248211563",35.9,60.5,"4.95","24.7"
"Benson, Will",666181,2024,26,388,39.7,10.3,".187",".274","0.650","3",".180",".285",".268","72.1","89.4",36.5,11.5,4.7,4.2,40.1,"99.756805263","94.123444",39,47.6,"4.38","28.8"
"Moore, Dylan",664238,2024,31,441,27.9,12,".201",".320","0.687","8",".201",".306",".297","73","88.4",38.2,8.8,6,3.6,36.3,"98.78016696","93.44884728",24.8,42.4,"4.38","28.0"
"Jung, Jace",690291,2024,23,94,30.9,16,".241",".362","0.666","3",".219",".308",".293","70.7","86.4",32,4,2,6,34,"98.0597252","93.0392616",31.1,45.9,"4.72","26.0"
"Rojas, Johan",679032,2024,23,363,19,3.6,".243",".279","0.601","7",".225",".265",".250","71.3","85.7",22,2.5,3.6,10.1,27.4,"97.163679462","92.590351731",22.7,48.8,"4.24","30.1"
"Lukes, Nathan",664770,2024,29,91,9.9,11,".303",".371","0.818","1",".284",".351",".326","66.2","88.9",36.1,4.2,4.2,5.6,27.8,"96.486691176","92.382525",14.8,51.4,"4.4","27.0"
"Waters, Drew",671221,2024,25,19,31.6,10.5,".188",".316","0.566","0",".099",".269",".199","73","77.9",20,0,0,0,20,"88.577112","90.088648",31.8,46.8,,"28.0"
"Gonzalez, Romy",663853,2024,27,216,26.9,5.6,".266",".306","0.723","5",".255",".311",".313","74.1","92.3",29.7,8.3,9,4.8,51,"104.214637183","96.826247676",29.2,55.2,"4.29","28.9"
"Keith, Colt",690993,2024,22,556,19.8,6.5,".260",".309","0.689","4",".266",".301",".311","71.3","87.8",34.6,5.6,5.1,4.2,35.3,"98.472613627","93.330372181",23.2,48.6,"4.32","27.7"
"Sanoja, Javier",691594,2024,21,36,11.1,2.8,".229",".250","0.536","2",".223",".236",".232","67.8","86.2",29,0,3.2,3.2,32.3,"95.419705625","91.900333226",16.2,57.6,"4.3","28.7"
"Schneemann, Daniel",682177,2024,27,221,31.7,11.3,".218",".303","0.671","1",".209",".295",".277","70.8","88.5",41.3,4.8,5.6,2.4,38.1,"98.405974921","93.326836825",31.7,49.1,"4.36","28.3"
"Wall, Forrest",657088,2024,28,35,22.9,8.6,".250",".314","0.564","0",".192",".261",".236","69.2","89.2",16.7,0,4.2,20.8,33.3,"96.524065","92.592124",36.4,51.2,,"28.8"
"Siri, Jose",642350,2024,28,448,37.9,6.9,".187",".255","0.621","5",".200",".271",".297","72.5","87.5",35.7,14.7,8.8,7.1,41.6,"100.732893305","94.47103983",41.9,50.9,"4.21","29.9"
"Horwitz, Spencer",687462,2024,26,381,18.4,11,".265",".357","0.790","8",".254",".344",".338","69.5","88.2",37.4,8,8.4,2.7,36.6,"98.212716794","93.175509618",19.4,46,"4.82","25.2"
"Lowe, Nathaniel",663993,2024,28,565,22.1,12.6,".265",".361","0.762","9",".252",".337",".328","73.3","88.9",32.6,5.8,6.8,3,40,"100.432822253","94.330442369",20.6,42.7,"4.47","26.4"
"Encarnacion-Strand, Christian",687952,2024,24,123,28.5,3.3,".190",".220","0.513","4",".240",".223",".299","71.3","87.8",27.7,8.4,4.8,6,37.3,"99.937348049","94.262071341",29.4,55.9,"4.55","27.4"
"Acuña Jr., Ronald",660670,2024,26,222,23.9,12.2,".250",".351","0.716","4",".261",".322",".350","76.8","92.2",31.7,9.4,6.5,3.6,48.2,"103.064738696","96.113602174",27.5,47,"4.46","27.7"
"Gordon, Nick",624503,2024,28,275,24.4,4,".227",".258","0.627","5",".218",".271",".263","68.2","86.1",34.7,6.1,3.1,4.1,29.6,"96.567867732","92.321775928",32,59.8,"4.37","27.6"
"Rosario, Amed",642708,2024,28,346,21.1,2.6,".280",".306","0.686","10",".250",".299",".280","71.2","86.9",33.5,4.6,3.8,6.5,36.2,"98.559932462","93.290414231",24.6,55.2,"4.28","29.0"
"Clase, Jonatan",682729,2024,22,66,25.8,4.5,".246",".303","0.631","1",".169",".283",".217","70.6","87.9",27.3,0,6.8,4.5,29.5,"96.389959091","92.426653953",25.2,50.6,,"30.0"
"Laureano, Ramón",657656,2024,29,309,31.1,4.9,".259",".311","0.748","5",".235",".324",".311","72.7","89.2",38.7,12.6,6.8,4.7,40.8,"100.254641146","94.492561099",31.8,52.3,"4.41","27.8"
"Conforto, Michael",624424,2024,31,488,24.2,8.6,".237",".309","0.759","16",".257",".327",".350","74.1","90.2",33.7,11.8,9,2.8,46,"101.95530559","95.249550592",25.2,44.8,"4.52","26.3"
"Caratini, Victor",605170,2024,30,274,19.3,8.4,".269",".336","0.744","6",".262",".324",".322","71.9","91.2",35.9,5.6,6.2,1.5,43.1,"100.532909694","94.888518923",23.3,47.2,"4.84","24.4"
"Butler, Lawrence",671732,2024,23,451,23.9,7.8,".262",".317","0.807","8",".261",".345",".342","74.2","91.1",35.1,11,5.8,1,47.4,"101.824301046","95.302256275",26.9,47.7,"4.39","27.6"
"Malloy, Justyn-Henry",669234,2024,24,230,37,10,".203",".291","0.657","2",".179",".291",".267","69","87.6",31.9,10.9,6.7,3.4,37.8,"98.290103167","93.208402605",36.6,43.9,"4.66","26.6"
"Florial, Estevan",664314,2024,26,111,36.9,9.9,".173",".264","0.631","2",".166",".277",".247","73","88.7",36.2,10.3,6.9,6.9,41.4,"99.259345517","93.884180351",42.2,51.1,"4.39","28.7"
"Ruiz, Esteury",665923,2024,25,65,30.8,6.2,".200",".270","0.652","1",".181",".281",".281","72.4","87.7",28.2,10.3,10.3,7.7,35.9,"98.156481053","93.251287027",30.1,50,,"29.4"
"Sánchez, Ali",645305,2024,27,96,25,4.2,".167",".211","0.401","2",".177",".184",".213","69.1","86.8",26.9,4.5,3,13.4,35.8,"98.018230645","93.091231967",22.6,49.7,"5.09","25.0"
"Rivas, Leo",660844,2024,26,86,27.9,11.6,".233",".333","0.607","1",".244",".282",".301","66.4","87.2",45.1,2,2,11.8,27.5,"95.719631739","91.85981587",25.5,36.9,,"28.3"
"Pinto, René",650907,2024,27,49,36.7,8.2,".214",".292","0.721","0",".188",".310",".330","74.6","93.7",46.2,19.2,19.2,3.8,61.5,"101.410450769","96.112166",42.4,49.7,,"24.6"
"Anderson, Tim",641313,2024,31,241,28.2,2.9,".214",".237","0.463","6",".215",".208",".230","69.7","86.1",29.5,1.8,4.8,3,30.1,"96.982041205","92.531306303",30.6,54.6,"4.44","27.1"
"Kiermaier, Kevin",595281,2024,34,281,30.6,4.3,".197",".237","0.550","4",".195",".241",".232","70.4","86.4",27.6,3.9,5,9.9,30,"97.683193765","92.874723706",37.5,54.9,"4.27","28.7"
"De Los Santos, Luis",665782,2024,26,31,32.3,6.5,".172",".226","0.467","2",".184",".211",".214","73.8","84.9",26.3,0,5.3,10.5,42.1,"98.886846","93.729918947",26.4,43.8,,"27.1"
"Pillar, Kevin",607680,2024,35,314,22,5.1,".229",".291","0.668","10",".221",".293",".275","69.4","84.6",36.5,3.7,7.8,5,29.7,"96.438782936","92.245806101",24.5,52.4,"4.41","28.4"
"Duran, Jarren",680776,2024,27,735,21.8,7.3,".285",".342","0.834","6",".275",".357",".342","73.6","90.8",33.8,9.3,6.2,2.7,43.9,"101.928155512","95.341113209",24.8,48.3,"4.13","29.6"
"Ward, Taylor",621493,2024,30,663,24.6,9.5,".246",".323","0.749","11",".251",".325",".344","69.8","90.9",41.9,13,6.7,1.2,42.4,"100.017751581","94.464585641",25.5,43.2,"4.55","26.8"
"Jackson, Alex",656577,2024,28,155,34.2,7.7,".122",".201","0.438","2",".138",".200",".223","74.4","86.7",21.6,9.1,1.1,4.5,31.8,"97.524225","92.833252184",39.7,52.7,"4.64","26.8"
"Grissom, Vaughn",687093,2024,23,114,21.1,6.1,".190",".246","0.465","3",".254",".213",".287","69.1","86.1",41.5,4.9,3.7,3.7,32.9,"97.751728293","92.913035244",22.4,45.4,"4.5","27.4"
"Harris, Brett",695391,2024,26,123,20.3,13.8,".146",".276","0.538","3",".184",".252",".274","70.3","87.4",26.6,5.1,2.5,8.9,36.7,"99.867260769","94.151668718",23.8,41,"4.63","27.2"
"Paris, Kyren",677347,2024,22,59,28.8,11.9,".118",".224","0.440","1",".182",".207",".269","72.3","87.8",32.4,5.9,14.7,0,35.3,"99.428883529","93.801852059",29.8,44.4,"4.42","28.9"
"Thaiss, Matt",642136,2024,29,186,31.2,15.1,".204",".323","0.622","2",".194",".286",".291","72.4","86.6",33,8,8,9,40,"99.8347254","94.000036869",39.6,44.8,"4.85","24.9"
"Goldschmidt, Paul",502671,2024,36,654,26.5,7.2,".245",".302","0.716","20",".255",".310",".329","72.5","91.2",34.3,10.7,8.9,2.3,49.6,"101.892583709","95.666428146",27.4,47.7,"4.58","26.3"
"Millas, Drew",686452,2024,26,62,25.8,8.1,".246",".306","0.622","1",".224",".280",".268","68.5","88",39,2.4,4.9,4.9,34.1,"97.318667","92.817296154",22.6,45.6,"4.38","28.3"
"Realmuto, J.T.",592663,2024,33,413,24.7,6.5,".266",".322","0.751","7",".268",".326",".339","73.2","89.2",36.9,10.4,9.7,5.7,46.6,"101.248653813","94.909982842",26.2,50.5,"4.37","28.4"
"De La Cruz, Elly",682829,2024,22,696,31.3,9.9,".259",".339","0.810","12",".240",".349",".328","75.2","91.8",35.7,12.7,6.2,3.7,45.7,"102.95535404","95.90272362",33.4,43.4,"4.21","30.0"
"Witt Jr., Bobby",677951,2024,24,709,15,8,".332",".389","0.977","4",".315",".410",".407","74.7","92.7",35.7,14.3,5.6,2.2,48.3,"103.972880446","96.499868141",22.3,51.2,"4.1","30.5"
"Soler, Jorge",624585,2024,32,574,24.6,11.8,".241",".338","0.780","9",".244",".340",".346","75.4","90.5",33.4,12.6,7.3,4.2,44.1,"101.898357865","95.262490702",28.9,44.5,"4.7","26.9"
"Sánchez, Jesús",660821,2024,26,537,26.1,7.6,".252",".313","0.730","12",".264",".317",".343","75.2","92.5",31.8,12.2,7.1,3.1,51.3,"104.556000571","96.923820315",31.2,53.2,"4.42","27.2"
"Williams, Luke",663897,2024,27,52,25,7.7,".196",".275","0.536","1",".166",".246",".234","70.3","89.6",23.5,2.9,5.9,2.9,29.4,"96.818129412","92.789461515",25.6,52.3,,"28.6"
"Walton, Donovan",622268,2024,30,25,28,8,".136",".240","0.513","2",".183",".236",".260","67.8","84.1",33.3,6.7,6.7,6.7,20,"94.765194286","91.563509286",28.3,47.9,,"25.8"
"Smith, Josh",669701,2024,26,592,20.4,7.8,".258",".337","0.731","6",".242",".323",".304","70.1","87.8",33.7,3.7,5.7,6.1,37.1,"98.306997711","93.25999596",21.8,47.1,"4.39","27.6"
"Springer III, George",543807,2024,34,614,18.7,9.8,".220",".303","0.674","16",".244",".298",".322","71.9","87.5",29.2,9.3,4.4,6.5,37.4,"99.896868","94.046929394",25.3,49.1,"4.45","28.1"
"Abreu, José",547989,2024,37,120,23.3,3.3,".124",".167","0.362","4",".161",".164",".198","73.1","87.8",26.7,2.3,3.5,2.3,33.7,"98.240018605","93.123486279",29.7,51.2,"4.86","25.3"
"McKenna, Ryan",663630,2024,27,15,33.3,6.7,".214",".267","0.910","0",".170",".378",".257","73.5","84.5",22.2,22.2,0,22.2,44.4,"99.698548","94.606176667",18.5,51.9,,"28.1"
"Ortega, Rafael",542364,2024,33,17,23.5,11.8,".071",".176","0.247","1",".212",".133",".275","70.5","85.1",18.2,0,9.1,18.2,45.5,"100.70753","95.441297",29.6,39.7,,"26.1"
"Barger, Addison",680718,2024,24,225,26.7,6.2,".197",".250","0.601","1",".228",".262",".291","74.3","88.3",32.9,8.7,5.4,6,38.3,"100.557905","94.503054898",27.6,46.3,"4.29","28.0"
"Sanó, Miguel",593934,2024,31,95,37.9,9.5,".205",".295","0.608","2",".241",".275",".312","76.5","93.8",33.3,10.4,4.2,6.3,54.2,"106.37931","97.982218958",38.4,46,,"25.8"
"Norby, Connor",681393,2024,24,194,33,7.7,".236",".294","0.732","2",".228",".316",".316","70.1","86.2",47,14.8,7,7.8,39.1,"99.109980172","93.692715217",33.2,57.6,"4.38","29.3"
"Trout, Mike",545361,2024,32,126,21.4,12.7,".220",".325","0.866","0",".271",".365",".405","75.7","89.2",40.2,17.1,6.1,4.9,41.5,"101.782849756","94.924062683",20.5,42.5,"4.35","28.9"
"d'Arnaud, Travis",518595,2024,35,341,26.1,7,".238",".302","0.738","8",".236",".319",".322","71.4","89.9",32.9,10.4,7.2,3.2,41,"100.537202273","94.672343091",32.8,50.7,"4.77","25.7"
"Massey, Michael",686681,2024,26,356,15.7,4.2,".259",".294","0.743","9",".258",".317",".309","70.8","89.2",34.4,7.1,7.1,3.2,36.9,"98.396031151","93.36810777",17.9,52,"4.49","26.8"
"Chisholm Jr., Jazz",665862,2024,26,621,24.5,8.5,".256",".324","0.760","6",".240",".327",".316","72","89.7",29.6,9.7,5.8,5.8,41.1,"100.122466782","94.459141861",29.3,47.5,"4.16","28.6"
"Walker, Jordan",691023,2024,22,178,28.1,5.6,".201",".253","0.619","4",".211",".268",".278","77.3","91.2",29.3,9.5,4.3,1.7,43.1,"101.753692241","95.20491069",31.6,49.6,"4.4","28.4"
"Vazquez, Luis",676679,2024,24,14,42.9,0,".083",".143","0.226","1",".108",".114",".163","71.6","84.3",14.3,0,0,14.3,42.9,"99.28151","93.640755",48.4,60.8,,
"Trevino, Jose",624431,2024,31,234,17.5,8.5,".215",".288","0.642","12",".203",".284",".267","68.9","88.1",26.9,5.3,3.5,3.5,35.1,"97.968179176","93.099578353",18.7,40.5,"4.78","24.5"
"Wynns, Austin",642851,2024,33,20,25,0,".368",".400","0.979","0",".289",".419",".307","69.5","91.5",50,0,14.3,0,35.7,"99.98801","93.994005",25.6,52,,"25.2"
"Rios, Edwin",621458,2024,30,10,40,10,".111",".200","0.311","0",".180",".157",".230","72.6","85",40,0,0,0,20,"93.869473333","92.283134",47.4,47.5,,
"Moniak, Mickey",666160,2024,26,418,27.3,5,".219",".266","0.646","3",".221",".281",".283","73.1","88.1",31.9,9.3,5,6.1,34.4,"99.494460797","93.816907681",30.6,56.7,"4.28","28.6"
"Yastrzemski, Mike",573262,2024,33,474,26.2,8,".231",".302","0.739","5",".219",".319",".301","70.9","90.4",33,10.5,6.5,4.2,41,"99.5562712","94.186783411",26.1,44.1,"4.37","27.2"
"Caminero, Junior",691406,2024,20,177,21.5,6.2,".248",".299","0.723","2",".238",".309",".301","77.2","89.7",25.2,11.8,3.1,5.5,45.7,"102.966914286","95.641090317",31.7,47.7,"4.61","26.4"
"Iglesias, Jose",578428,2024,34,291,13.4,4.1,".337",".381","0.829","4",".285",".362",".314","69.7","85.8",36.2,2.2,4.3,6,30.6,"96.964592759","92.513387672",15.2,52.5,"4.17","28.6"
"Barnes, Austin",605131,2024,34,156,23.1,9,".264",".331","0.638","3",".229",".289",".270","68.2","86.3",30.2,1.9,3.8,4.7,31.1,"96.963688654","92.484081538",22.8,47.4,"4.75","25.8"
"Peralta, David",444482,2024,36,260,20.8,8.5,".267",".335","0.750","3",".259",".329",".313","71.5","88.1",36.8,5.5,4.9,4.4,42.3,"99.478011319","93.91992022",28.1,50.9,"4.52","26.9"
"Chourio, Jackson",694192,2024,20,573,21.1,6.8,".275",".327","0.791","7",".274",".339",".328","73.2","89.7",33.2,7.8,6.6,5.6,44.9,"100.832969557","94.831073407",27.1,48.8,"4.19","29.7"
"Martínez, Angel",682657,2024,22,169,19.5,8.9,".232",".298","0.636","2",".223",".282",".271","69","86.5",29.8,1.7,5.8,5.8,32.2,"96.829146271","92.477339068",19.8,48.6,"4.39","27.6"
"Hilliard, Sam",656541,2024,30,158,35.4,8.9,".239",".305","0.812","3",".215",".342",".297","75.3","94.6",30.7,14.8,2.3,5.7,52.3,"103.815353902","97.006523171",40.8,46.9,"4.21","28.8"
"Hill, Derek",656537,2024,28,172,32.6,2.9,".241",".271","0.691","2",".241",".296",".294","70.4","88.3",37.6,11,4.6,6.4,36.7,"99.292666346","93.800468365",35.2,54.2,"4.23","29.5"
"Fortes, Nick",663743,2024,27,335,12.2,3.3,".227",".259","0.577","6",".225",".252",".245","71.3","84.3",29,1.4,2.9,11.5,22.6,"95.578582782","91.819744812",13.2,49.3,"4.49","26.7"
"Monasterio, Andruw",655316,2024,27,142,28.2,11.3,".208",".303","0.575","3",".211",".266",".291","69.1","88.1",36.5,9.4,8.2,4.7,41.2,"98.583089286","93.585745952",24,42.5,"4.4","27.6"
"Short, Zack",670097,2024,29,88,27.3,15.9,".129",".282","0.453","0",".169",".228",".271","70","88.6",34.7,4.1,8.2,10.2,26.5,"96.634716957","92.551010889",26.6,40.4,,"26.8"
"Suwinski, Jack",669261,2024,25,277,28.5,9.7,".182",".264","0.588","3",".220",".260",".292","73.3","88.9",28.8,8.8,4.7,5.9,38.2,"100.854161429","94.49330497",27.4,46.5,"4.27","28.3"
"Rutschman, Adley",668939,2024,26,638,16.1,9.1,".250",".318","0.709","9",".255",".309",".315","69","88.2",35.4,6.1,4.8,1.9,36.6,"98.081119454","93.149039684",17.1,44.5,"4.54","26.6"
"Vientos, Mark",668901,2024,24,454,29.7,7.3,".266",".322","0.838","6",".246",".356",".331","71.7","91.2",34.6,14.1,7.1,2.8,46.6,"102.544746312","95.741575567",34.4,49.9,"4.7","26.3"
"Moreno, Gabriel",672515,2024,24,351,14.8,11.7,".266",".353","0.733","10",".255",".325",".325","70.7","90",33.6,6.6,5.9,2.3,41,"99.887726484","94.221263359",18.5,41.2,"4.42","27.2"
"Farmer, Kyle",571657,2024,33,242,20.2,7.9,".214",".293","0.646","6",".225",".285",".294","66.7","87.7",36.3,5.4,6,3.6,29.8,"97.025598571","92.547452202",22,48.5,"4.68","25.9"
"Barrosa, Jorge",678489,2024,23,18,11.1,0,".176",".176","0.470","0",".342",".199",".337","68.6","83.2",31.3,6.3,0,12.5,25,"95.645827143","91.822913571",14.7,54.8,,"28.0"
"Misner, Kameron",670224,2024,26,15,66.7,0,".067",".067","0.134","0",".095",".059",".092","70.2","78",40,0,0,0,0,"85.82176","88.891866",42.9,53.8,,
"Wisely, Brett",689172,2024,25,272,23.9,4.8,".238",".278","0.623","3",".215",".272",".255","67.5","86.8",29.7,5.2,3.6,5.7,31.6,"96.94857663","92.51248388",22.5,49.5,"4.36","27.8"
"Rogers, Jake",668670,2024,29,337,29.4,6.5,".197",".255","0.607","6",".218",".264",".297","70.7","89",32.9,9.9,9.4,5.2,41.8,"99.180639906","93.973828585",32.7,47.6,"4.63","27.1"
"McNeil, Jeff",643446,2024,32,472,14.4,7.4,".238",".308","0.692","6",".235",".304",".288","68.8","87",32.2,3.1,6.1,4.4,31.1,"96.866365393","92.484410197",17.5,55.4,"4.26","26.3"
"Gelof, Zack",680869,2024,24,547,34.4,6.9,".211",".270","0.632","7",".199",".276",".271","71.6","89.2",34.4,8.8,6.3,4.1,37.2,"98.970921935","93.611147032",36.4,51.5,"4.35","28.7"
"Murphy, Tom",608596,2024,33,38,36.8,10.5,".118",".211","0.446","0",".151",".206",".250","72.4","87.4",35,10,15,5,35,"100.157273","94.138457",36.9,42.8,,"26.1"
"Margot, Manuel",622534,2024,29,343,15.7,6.1,".238",".289","0.626","10",".261",".276",".308","72","88.2",30.9,4.9,5.3,3.8,33.6,"98.859258923","93.482249961",20.6,49.5,"4.41","27.5"
"Sweeney, Trey",700242,2024,24,119,26.9,5.9,".218",".269","0.642","3",".211",".279",".298","74.1","91.1",27.8,8.9,10.1,1.3,46.8,"100.9056095","94.934800886",32.4,50.2,"4.39","28.1"
"Biggio, Cavan",624415,2024,29,224,32.1,10.7,".197",".314","0.617","1",".179",".285",".256","66.8","82",37.3,2.5,5.9,8.5,16.9,"92.815215439","90.564125877",23.8,38.2,"4.38","28.5"
"Goodman, Hunter",696100,2024,24,224,28.6,3.6,".190",".228","0.645","5",".209",".274",".279","74.9","88.2",32.9,12.8,6.7,6,39.6,"100.1496636","94.135665034",31.5,58,"4.47","28.0"
"Ibáñez, Andy",628451,2024,31,244,25.8,6.1,".241",".295","0.652","2",".214",".287",".268","70.1","88.1",33.7,4.9,5.5,2.5,33.1,"97.908149512","93.096095644",30.8,52.8,"4.35","27.6"
"Canario, Alexander",672744,2024,24,28,39.3,7.1,".280",".357","0.797","0",".201",".350",".293","78","88",28.6,14.3,7.1,21.4,42.9,"102.803072857","95.401536429",44.7,46.5,,"27.2"
"Diaz, Yainer",673237,2024,25,619,17.3,3.9,".299",".325","0.766","22",".299",".329",".339","72.6","90.2",35,7.6,8.4,2.1,47.5,"101.297056214","95.034359505",24,58.8,"4.42","27.1"
"Kwan, Steven",680757,2024,26,540,9.4,9.8,".292",".368","0.793","5",".284",".349",".333","64.4","86.3",38.5,2.6,5.3,4.4,23.7,"95.04543782","91.531639359",8.2,39.1,"4.33","27.1"
"Renfroe, Hunter",592669,2024,32,424,19.8,8.5,".229",".297","0.689","10",".223",".302",".291","75.2","88.5",27.8,6.6,6.3,4.6,39.4,"100.265103311","94.256549636",23.4,44.4,"4.61","26.7"
"Manzardo, Kyle",700932,2024,23,156,26.3,5.8,".234",".282","0.703","3",".197",".303",".271","71.8","89.1",31.4,9.5,10.5,3.8,40,"99.627054528","94.056427333",27.6,46.7,"4.66","25.9"
"Gurriel Jr., Lourdes",666971,2024,30,553,18.3,5.2,".279",".322","0.757","16",".267",".327",".319","70.6","88.4",33.8,6.7,7.2,3.4,40,"99.549348469","93.921850288",20.2,51.1,"4.6","26.6"
"Madris, Bligh",676632,2024,28,75,26.7,8,".269",".324","0.682","0",".228",".301",".287","71.6","87.1",37.5,10.4,8.3,6.3,35.4,"98.818262917","93.689374375",28.9,49.1,,"27.1"
"Myers, Dane",667472,2024,28,108,33.3,7.4,".263",".333","0.775","0",".236",".335",".317","71.2","89.9",32.8,11.5,1.6,1.6,47.5,"100.494369677","94.535582623",29.4,44,"4.36","28.5"
"Holliday, Jackson",702616,2024,20,208,33.2,7.2,".189",".255","0.566","1",".191",".251",".258","71.2","89.3",27,8.2,9.8,6.6,45.1,"100.212039508","94.576202541",34.1,46.1,"4.22","29.4"
"Romo, Drew",691011,2024,22,53,34,3.8,".176",".208","0.443","2",".148",".197",".173","68.5","82.2",21.2,3,0,9.1,15.2,"92.771844118","90.486921515",29.5,55.6,,"26.9"
"Clemens, Kody",665019,2024,28,120,24.2,4.2,".219",".258","0.705","2",".192",".301",".251","70.6","89.4",30.6,7.1,8.2,2.4,42.4,"99.387885814","93.94476",25.7,49.1,"4.42","27.7"
"Doyle, Brenton",686668,2024,26,603,25.4,7.6,".260",".317","0.763","13",".254",".328",".329","70.9","89.2",37.4,10.5,6,5.5,41.4,"100.983223096","94.67619269",29.8,51.4,"4.34","29.3"
"Amaya, Miguel",665804,2024,25,363,17.1,6.3,".232",".288","0.645","5",".251",".283",".300","72.9","88.4",33.9,4.7,6.9,6.2,33.9,"99.101174286","93.708861353",22.5,54,"4.75","25.5"
"Cabbage, Trey",663550,2024,27,91,37.4,4.4,".209",".253","0.590","1",".194",".258",".260","75.9","92.8",32.7,15.4,5.8,3.8,53.8,"103.273487308","96.42701451",40.7,52.7,"4.37","27.9"
"Díaz, Yandy",650490,2024,32,621,15.3,8.1,".281",".341","0.755","12",".277",".331",".336","73.3","92.2",28.4,7.6,5.3,1.9,48.7,"103.441830979","96.263007825",14.2,43.9,"4.62","25.4"
"Rortvedt, Ben",666163,2024,26,328,26.8,10.4,".228",".317","0.620","6",".202",".283",".267","69.7","86.2",30.2,3.5,3,4.5,30.7,"96.9585767","92.49508965",26.7,43,"4.7","25.6"
"Schneider, Davis",676914,2024,25,454,31.7,10.4,".191",".282","0.625","2",".198",".277",".292","69.8","88.6",38,12,6.6,3.5,38,"98.986742636","93.569243488",30.6,42.5,"4.53","27.2"
"León, Pedro",694175,2024,26,21,47.6,4.8,".100",".143","0.243","2",".143",".117",".186","77.8","93",30,20,0,20,40,"103.594076","97.363833333",42.9,46.7,,"26.0"
"Azocar, José",640492,2024,28,79,24.1,6.3,".219",".269","0.516","1",".231",".235",".264","70.5","86.5",30.9,3.6,3.6,10.9,30.9,"97.519537037","92.886593396",29.7,62.5,"4.36","29.0"
"Marte, Starling",516782,2024,35,370,21.9,7.3,".269",".327","0.715","8",".287",".313",".337","72.4","89.8",37.1,6.9,7.3,6.9,42.9,"101.20205624","94.944189",28.4,50.2,"4.34","27.1"
"Arozarena, Randy",668227,2024,29,648,26.1,11.3,".219",".332","0.720","7",".219",".320",".324","72.7","90.4",28.4,8.3,7,2.6,43.5,"100.904108177","94.731331384",29.7,41,"4.33","28.1"
"Yoshida, Masataka",807799,2024,30,421,12.4,6.4,".280",".349","0.764","6",".258",".336",".322","70.9","88",36.3,5.5,7.3,4.9,37.5,"99.0909025","93.581912866",14.6,45.4,"4.43","26.1"
"Flores, Wilmer",527038,2024,32,242,13.6,8.3,".206",".277","0.595","5",".221",".262",".285","66","83.5",36.6,5.9,5.4,4.8,27.6,"95.484386989","91.787573297",13.9,43.9,"4.98","24.0"
"Newman, Kevin",621028,2024,30,311,15.4,4.8,".278",".311","0.686","7",".256",".298",".271","67.6","85.6",25,1.6,1.6,5.6,23.4,"95.24854438","91.64158444",17.3,49.2,"4.48","27.5"
